	Domain	Phylum	Class	Order	Family	Genus	Species
f16364881954eece59e18cb22c015326	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae		
8d6ba5e58e27bde717c555e5c2b50d06	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	LachnospiraceaeNK4A136group	ClostridialesbacteriumCIEAF020
e47906e9ee67876ec85bdc3c32179023	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae(Subgroup3)	CandidatusSolibacter	
e69b77669bab095f80dc6688c8f59e25	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	
ed5697dd4b70909093fd8e5786acff1d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium]coprostanoligenesgroup	FirmicutesbacteriumADurb.Bin300
2c97bd5b381d834afb5682834c1a92be	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chromobacteriaceae	Chromobacterium	
ea78bc0246d39b86b0569ee48745b3b7	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	unculturedLongilineasp.
7acece56709b43e217f31fee09a95e45	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	
76996de9e5dc729d46a6b171e57faa98	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
82cad1e61d96f962ab974dac5ad7258a	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
3ec579b42bc7338c7f55d6a0b7b8fedf	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
3f9806c02bf7e00e1561faf89a593b96	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Ornithobacterium	unculturedbacterium
0c93000c81b3c5928eafb35961b88d21	Bacteria	Firmicutes	Clostridia	Clostridiales	ClostridialesvadinBB60group	unculturedbacterium	unculturedbacterium
aeb2f275b4a47ee7e8880f76185b0cc5	Bacteria	Tenericutes	Mollicutes	MollicutesRF39			
7af2c13ee9d1e8ef6f4f86957368c7f2	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chromobacteriaceae	Aquitalea	
a0d440e1d49ddda4429ac2cdb204d9cd	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	RuminococcaceaeUCG-014	
76e2abae10960acf6cd349c080310027	Bacteria	Chloroflexi	Anaerolineae	uncultured	unculturedbacterium	unculturedbacterium	unculturedbacterium
5bf26540cb4b65465bb2181dce1986dc	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unculturedBacteroidessp.
f77f7b603b9a38672383890978818660	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
6fd21e55e0aafd94388e4bf5d589c6e8	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	
8508d4f861e4111214472a91787a79f5	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Gracilibacter	
7147f15062d9dc7f16bb028a44a3e5c1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aeribacillus	
fb5188bc07be6d9ee410b8d9c705f51e	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	
fa1f53de836b786df3f6f48b709dd3b5	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	
482e19e5c62a55edf3508b7e9a968405	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae(Subgroup3)	Bryobacter	
964bbf1b3edf4d1c531d485b7962d7fb	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidetesvadinHA17		
49583f973f51ff0aa771cd5cc6b78e60	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Cavicella	
7db6693b727ce79915a448e285aac4ff	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
b56cdaf4e691398024a543ec2d8d3e08	Bacteria	Proteobacteria	Gammaproteobacteria				
94a0ad86be905e7a5ad03639d76496b3	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	CandidatusMethanogranum	
42f2b8612117128ce89b527ef2499f56	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
a0115ebb370b16ec75a8dfc7af1ca509	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae		
5c252f63f49b17d6c342ec0d76c1fc80	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	GZKB124	unculturedbacterium	unculturedbacterium
7930d48d5bc8a5290e01f9520f129e56	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
7e909c223060a437a6264301c58eab4d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
c3df8a5c2f5225824621814ba08152fd	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Hungatella	
f2d9e34b354f2493b6c672f3bd7ebf92	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
e69e97ee6f6b68fc2bdfccbac25d6ebd	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
50dfda5076b6859662e2197468acbe44	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
d93e4d8d01eee35abab43e88aa2d2f63	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacteriumsp.A5
507e7aa49baec189755cdf3303a101ce	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
5a8807c2241168e7c9b0c0150964782e	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	SynechococcusCC9902	
5ea925497301fed5b0db712dae4d1366	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Smithella	
995ef58e3e8384648589e2d28bfcc4e3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
3b7eefe379a564aba7d9d97db8bfe76d	Bacteria	Cloacimonetes	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	CandidatusCloacimonas	unculturedCandidatusCloacimonassp.
d97aa7e0a514e1d487f4419d23fd12ef	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	unculturedbacterium	unculturedbacterium
2a38b26a20c2492665c254a32ff992a0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens	
e264868b6f2752c39a4cf5eb82d6470c	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	
bf56dcebffb2680ff7f736a1008b1481	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
41122006e192f2b0340a82a71de73fb4	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Parvibacter	unculturedbacterium
e7e2fd6d15744699f20bfba3ca8c0f4f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
1279d9b9c43f55051347602b1ac65f31	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae		
e1c726497c62a6850932ce1dd168ab55	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
2498e563104ff68e9ca5cd5d257c0f34	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
b224f1f2931a79d9a3d3a98f20c72333	Bacteria	Firmicutes	Clostridia	Clostridiales	FamilyXI	Anaerococcus	
ec4db7de44fde6a2199b6294503b4c77	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	RuminococcaceaeUCG-010	
e78c067eeff854ae672eb0bd96c0dc60	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
e0d472a8ba8c002c25fabd0e9ce0eb11	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
ca1982a77eef640e518ff15b79fd4e40	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
17930966105ba05af083fff822e790da	Bacteria	Firmicutes	Clostridia	Clostridiales	FamilyXI	Sporanaerobacter	
4d050487fbf40146d628870b79424d73	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium6	unculturedbacterium
d701488ffa4dd944a993aede817c335e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
d4d35a545b20ce56cda9036a0fffe458	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pelosinus	
a8353b5c25ad66009290007efd24210c	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
c9f4474132da572ec8f95f6878851e74	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
183e106b84c34dd53f7dffd016eaf81e	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales			
71783465517bf0cacb8c95e480e79a11	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	uncultured	
279f932af6f4becca95523fd7adecbb0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
925d15c749c340b9288c942e7e004be6	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
1795da87bd2f102073de8460c96ba5e5	Bacteria	Tenericutes	Mollicutes	MollicutesRF39			
fcb55e06eb5bf4b2a454a1a212ae63b5	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	uncultured	bacteriumenrichmentculturecloneLA29
84d1d05ad0a81e7a9b24cab6aa2fbca5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
db24bc61d4620b14050986122ee96fe7	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	UTCFX1	
8bb7c660a51e1045e49618d2c689d580	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
4efc609a4b2dfd1f45b1dec5c39d33ed	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
8b1bfa6a305c98c84d7acb4d7277a9fd	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
48c442e55629fa0cd9c90b2a512f2338	Bacteria	Firmicutes	Clostridia	Clostridiales			
d4030552b972b1a9aea945ecc9552847	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Blvii28wastewater-sludgegroup	
f607cbf0b60fad77c349c83f2fd73ce1	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
e8a8d675acee049a7d52d8ed9f6b51e3	Bacteria	Firmicutes	Clostridia	Clostridiales	ClostridialesvadinBB60group	unculturedbacterium	unculturedbacterium
b48de7543d205037347cef6ca55254ca	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	DMER64	
602ccb4170adb8a1e28d7bcfae2d067a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	ClostridialesbacteriumCIEAF021
89a24ad31f3be26cf5fb638bd34d8cdf	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	UBA1819	
e9e3bac1820c7fe528a74c89a742a37c	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Amoebophilaceae	CandidatusAmoebophilus	
acab08535fdbe90a523fa8193cfd19ed	Bacteria	Planctomycetes	Pla3lineage	unculturedPlanctomycetaceaebacterium	unculturedPlanctomycetaceaebacterium	unculturedPlanctomycetaceaebacterium	unculturedPlanctomycetaceaebacterium
05482b46dd9b9df2c99628d8eae3bf61	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05cluster	
b7a8e616026d24263a4aa53fbcb83788	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium5	
465890a5927823b42eda0f1a0d533417	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
98dacf6c439d0b2ed84ca8d4044ae071	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	
ee2b8ec58b90da994b4f110b85cef633	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured		
bf53f294883aca9be3869f27f0987039	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
444dd8ccaeeaecf697dc15cb0b76959b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Telmatospirillum	
6a09309473c7221c64e3f2340a3e4632	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	
378ec723402a5a218e51cbabedf843c4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	RikenellaceaeRC9gutgroup	unculturedprokaryote
1aff3a58eb31b945fb2b974506054f0b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	LachnospiraceaeNK4A136group	ClostridialesbacteriumCIEAF020
574312bd7eca049013e01f50b441ff9e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
bc254f9281ee9c6346c97ed4e2f7cdd4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
eec7c2f35f34791c582d155f34570a83	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
03c68d0a83e522dc8ba052a30e568271	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum	
3e5f4ec24c51a1cff30e39594dacb10e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	
ad77a59fc0c8122c6dca2a25a1df42a1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	
9c1bd233ff17a4d0df16935b6f2fc215	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	
bf5d3db3c895d6a908146daea2af6f89	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	unculturedbacterium
152b2502b8d3a7de8ba9b695624881b6	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Haloimpatiens	
0eb253e10b63d2085f3c4a4af7df9cd8	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	unculturedLongilineasp.
b92ad8d98ab6e11bf0d6a501340ad813	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
07de7caf243ec37ee6229ef4715b4dd0	Bacteria	Firmicutes	Clostridia	Clostridiales			
0c4fe7338f1194d285a829a907f616f0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured	
ba87242fa24212561a8de496c44a9dc1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
2ecdfe6696f92424ecf446422351cccc	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	
7a00b08a3688ea1d3b886d64f3575cbf	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
42f4e15c959e4fd9af49bae84a2c35aa	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
8c2833e0a587f02f1cdfa34ed9fd4d03	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidetesvadinHA17		
81d2528407bc66c6edccad736fa1a25d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
4f5011a52f2d19d840e204d0acd10aec	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	
340fff448710c6a6edbed7a9b41da116	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	RuminococcaceaeUCG-014	unidentified
9d5df5641659323f915ba5d71982f585	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	RuminococcaceaeUCG-014	
f59ffc3202bb8d9386704533cc768047	Bacteria	Patescibacteria	Gracilibacteria	metagenome	metagenome	metagenome	metagenome
6cbab8291f00e4463afd770ff8b01b1c	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
00ff0650a03ce436b6b7c4d7fb5983b5	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
9a10873245c27c2a8b08d9073b09006d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	ASF356	
ea6a3bed564bc88abcda59c2c52d35d7	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
e941e603bcb00ee3f5fe8cc99f650d01	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Blvii28wastewater-sludgegroup	
fd34771d86ea6beb9da98018750ad044	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	unculturedbacterium
f29f0a80c51622aea8c52e4402449a43	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
d45a992ebbd40618188b06f10f3ca721	Bacteria	Tenericutes	Mollicutes	MollicutesRF39			
63f9ced69bdddb9f39410c13fa9ded50	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	RuminococcaceaeUCG-014	
52d23694e4873d8d512a48aff530cd09	Bacteria	Firmicutes	Clostridia	Clostridiales	FamilyXIII	[Eubacterium]nodatumgroup	
85134dfd2f56d57bd282ef6ae9ab85f2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	RuminococcaceaeUCG-014	
2e6ddded97cac95c104a7d0c85d95ed0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella3	unculturedbacterium
b7a424c12c824989e3dbf8621f271140	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	
0c6aec3b9e3f211951b0e2793fed469e	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GCA-900066225	
3a301498035c5be947511a791ff073bb	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
5125b4e61e0b005ef62c1075fd27de0b	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae		
d4a83d4bb26f7f0a7f7de65de1c840f0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
0e360a7e00c10fab8ea7cf2d8478f7de	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
ca1728cfe5e3a41317681f6e650b0ee6	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	[Clostridium]cellulosi
8543d1839a56e0287c74472133ee2bea	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
2531ba21a91a2084f7de0827fb7f7d83	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	
448fd8c87d748cb75a9a8be47b0c12b3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	
31d4781ea0318ab9eb00c751fc3c3cd4	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
f37837ca3f6b065fc69da7970ba50611	Bacteria	FCPU426					
0de33cbdc0a956d212b6537c8211a30c	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	unculturedbacterium
3ce6c8ac10f4d32dd25108ea3a45d5a0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	
83cac91d90c5b85678b4ea193d8575fd	Bacteria						
bd5aedbb2f0dd63a2a586346d7613140	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
8190daf39c2f75ae0cd4fcb1bee02441	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Hydrogenophilaceae	Hydrogenophilus	
0f748716a8593f7637ea19fa8951eef2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium5	
2fa28507dca2fd0dc761a403abd5c6a2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	StreptococcusthermophilusTH1435
fe5912e623253577354d0478e088ad99	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05cluster	
5c422af3f5ec42cb625f27e6425f7f82	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chromobacteriaceae	Aquitalea	
62b63229d42fdac5067d96b874de8d26	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chromobacteriaceae	Aquitalea	
3787fc397e8bfc6ff8ba75283a05c6a4	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae		
c13a77d90f12057be5132e2c1f97c592	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86clade			
b7c413b54f99582e6483a56e9429fdce	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae		
2bc64e08197fdd0c42a6198f577825ea	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	OM43clade	
e003bc4fecf3dc01e4cc4f65d4496962	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
da39f3383d6938c544b9f81c4df85c30	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Ellin6067	
643812b1be3c8030dd11b640775f4dbb	Bacteria	Firmicutes	Clostridia	Clostridiales			
0edf8d547a7035663c8bfa471690e525	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	LachnospiraceaeNK4A136group	LachnospiraceaebacteriumCOE1
